GEOID,Population,Black,Hispanic,Asian,Householdincome,Bachelor,Households_num,Ageunder5,Age5to9,Age10to14,Age15to24,Age25to44,Age45to64,Age65to74,Age75plus,Employment,No_vehicle,Vehicle_owned,Public_transportation,person_per_room1,person_per_room2
29025,8856,43,226,35,54321.0,631,3396,511,539,675,1124,1885,2380,1002,740,3675,254,3142,2,3341,55
29027,44449,1780,964,290,63791.0,4863,15814,2389,2645,2751,6056,11626,11855,4440,2687,20248,590,15224,107,15769,45
29029,43053,358,1288,151,55717.0,5033,16216,1848,2206,2163,4190,7800,12749,7577,4520,18008,447,15769,92,15977,239
29031,81086,5980,2020,1205,59252.0,10926,30913,4671,5159,4802,14240,19513,19276,7753,5672,40568,1702,29211,109,30505,408
29033,8564,147,149,8,54967.0,773,3339,450,504,649,980,1866,2281,1049,785,3768,207,3132,0,3336,3
29035,5365,3,183,0,42378.0,293,1887,303,188,445,762,979,1599,629,460,2310,163,1724,1,1875,12
29037,106966,4563,5079,587,76924.0,13579,41113,6255,7209,7684,12625,26360,28863,10332,7638,53113,1594,39519,17,40548,565
29039,14184,30,332,22,41211.0,885,5504,907,915,949,1592,2826,3689,1848,1458,5191,381,5123,15,5390,114
29041,7432,177,69,0,56758.0,639,2563,452,437,509,808,1441,1972,944,869,3170,113,2450,26,2538,25
29043,87824,959,2878,580,69212.0,11527,32631,5449,6142,6928,10087,23249,22239,8457,5273,42967,803,31828,0,31701,930
29045,6649,4,56,76,45965.0,369,2364,406,431,524,715,1381,1828,769,595,2954,188,2176,3,2296,68
29047,250134,15652,17878,5345,75596.0,38403,98033,15762,16618,17643,30202,71058,63379,21584,13888,132161,4156,93877,517,96348,1685
29049,21095,243,509,124,63876.0,2165,7946,1113,1287,1482,2577,4925,5968,2139,1604,9612,377,7569,74,7815,131
29051,77412,9129,2288,1220,64715.0,12356,29867,4467,4621,5244,9555,20752,19840,7874,5059,38258,1689,28178,158,29564,303
29053,17397,1021,356,49,55711.0,1844,6091,1010,1035,1174,2337,4309,4449,1774,1309,7394,314,5777,11,6002,89
29055,23204,110,503,62,46643.0,1375,9272,1273,1565,1425,2674,5349,6359,2697,1862,8973,605,8667,35,9107,165
29057,7584,33,172,28,43661.0,646,2992,384,420,463,822,1554,2143,1080,718,3070,176,2816,4,2925,67
29059,16946,13,379,131,44948.0,821,6512,1137,1312,1009,1803,3739,4496,2016,1434,6314,240,6272,12,6367,145
29061,8427,48,138,16,55750.0,743,3005,585,516,661,1070,1765,2113,1041,676,3680,257,2748,10,2897,108
29063,11639,983,319,62,59462.0,876,3772,612,644,539,1288,3228,3268,1093,967,4022,199,3573,4,3754,18
29065,14585,100,275,143,45700.0,995,5923,822,958,938,1594,3086,4022,1756,1409,6048,338,5585,0,5714,209
29067,11808,34,189,13,45125.0,746,4532,668,738,772,1160,2281,3328,1720,1141,4255,211,4321,41,4443,89
29069,28592,2965,1991,84,42194.0,1505,11167,1926,1820,2463,3477,6590,7243,2915,2158,11353,1055,10112,15,10892,275
29071,104331,878,1942,388,65263.0,9618,40612,6132,6862,6485,12375,24689,29554,10882,7352,50074,1575,39037,16,40238,374
29073,14803,99,113,23,58956.0,1246,5872,784,750,988,1547,3062,4350,1894,1428,7235,282,5590,3,5797,75
29075,6231,18,110,39,47746.0,542,2301,437,463,389,696,1468,1589,613,576,2687,139,2162,45,2254,47
29077,296875,8797,11794,5694,50682.0,39209,129367,17238,17039,17797,50187,77306,68712,28053,20543,144160,9174,120193,1420,125779,3588
29079,9901,44,251,115,49621.0,766,3667,688,780,598,1213,2118,2415,1065,1024,4220,351,3316,30,3606,61
29081,8229,68,214,42,45313.0,602,3094,513,434,733,904,1750,2094,952,849,3422,186,2908,6,3051,43
29083,21884,211,599,51,49682.0,1492,9190,1266,1286,1393,2308,4950,5909,2768,2004,9314,505,8685,18,8976,214
29085,8429,2,165,31,32132.0,387,3408,354,409,407,754,1396,2378,1597,1134,2641,73,3335,0,3351,57
29087,4295,62,65,13,52500.0,418,1794,213,217,302,414,809,1258,587,495,1960,66,1728,0,1787,7
29089,10147,554,185,45,58596.0,962,3186,578,593,680,1698,2126,2498,1132,842,4356,98,3088,13,3158,28
29091,39753,145,911,203,43200.0,2986,15543,2584,2662,2713,4638,9194,10217,4505,3240,15680,1119,14424,27,15232,311
29093,9606,49,178,37,44717.0,726,3649,553,583,529,1031,2100,2733,1209,868,3720,218,3431,8,3593,56
29095,713229,163281,66772,12803,60800.0,99225,295018,45869,47016,47983,86169,201604,177677,63946,42965,360298,23171,271847,6097,289522,5496
29097,122059,2296,10292,1467,51876.0,13549,47105,8098,8494,8940,16065,32349,29179,11158,7776,57147,3190,43915,98,46030,1075
29099,225913,2004,4753,1837,71285.0,22993,85737,13101,14103,15898,25876,58689,63849,22005,12392,114102,2710,83027,177,84673,1064
29101,53889,1784,2625,983,59952.0,5216,20537,3338,2866,3712,12351,13724,11156,3984,2758,24417,879,19658,12,20159,378
29103,3782,19,39,47,40814.0,237,1196,244,216,257,599,659,1001,430,376,1655,22,1174,18,1190,6
29105,35898,177,941,175,46968.0,2775,14380,2477,2373,2540,4290,8442,9358,3816,2602,15471,893,13487,14,14226,154
29107,32752,782,1053,246,70969.0,2933,12083,1854,1938,2512,3680,7618,9034,3440,2676,15605,488,11595,1,11954,129
29109,38123,48,3010,45,46923.0,2812,14472,2578,2545,2925,4849,8743,9691,3738,3054,16396,775,13697,9,14031,441
29111,10031,364,102,30,46250.0,519,3342,563,522,754,1605,2091,2564,1034,898,4174,201,3141,22,3259,83
29113,58689,1350,1531,165,76622.0,5494,21404,3968,4805,3732,6887,15600,15710,4997,2990,27943,731,20673,73,21039,365
29115,11962,86,323,34,54245.0,1029,4759,738,734,868,1416,2605,3085,1451,1065,5487,233,4526,6,4697,62
29117,15001,405,298,88,54309.0,1321,5488,833,844,1048,1756,4073,3562,1526,1359,6473,352,5136,54,5416,72
29119,23267,439,2681,289,43086.0,1190,8234,1619,1519,1647,2924,5766,6149,2252,1391,9312,465,7769,0,7640,594
29121,15222,318,245,110,48583.0,1261,5695,867,778,1261,1865,3077,4053,1814,1507,6450,341,5354,23,5611,84
29123,12597,100,294,82,50529.0,855,4607,708,778,839,1524,2965,3440,1347,996,5164,212,4395,33,4487,120
29125,8457,28,126,17,50434.0,643,3633,384,465,534,1009,1801,2418,1040,806,3699,263,3370,0,3568,65
29127,28564,1258,542,175,56213.0,2815,11442,1787,1773,2122,3633,6853,7302,2933,2161,13085,768,10674,4,11241,201
29129,3561,13,98,24,52105.0,301,1228,225,231,236,430,774,892,413,360,1529,41,1187,0,1206,22
29131,24643,202,499,66,47288.0,2285,10084,1554,1341,1934,2820,5740,6652,2762,1840,11220,412,9672,2,9869,215
29133,12976,3121,309,11,39127.0,815,4606,611,705,922,1580,3489,3331,1387,951,4413,709,3897,5,4577,29
29135,15723,555,805,53,58900.0,1359,5504,1032,970,1268,1890,4112,3945,1439,1067,6578,424,5080,1,5319,185
29137,8643,271,146,41,46441.0,768,3506,481,524,510,1037,1679,2376,1136,900,3675,281,3225,3,3466,40
29139,11384,180,251,16,54390.0,897,4635,681,697,697,1299,2512,3216,1258,1024,5156,181,4454,0,4481,154
29141,20883,211,497,155,46078.0,1231,7566,1408,1132,1520,2139,4080,5754,2881,1969,7528,888,6678,27,7355,211
29143,16658,2191,334,0,42370.0,829,6816,1068,1005,1262,1832,3822,4514,1934,1221,6487,570,6246,13,6674,142
29145,58634,708,3338,878,55820.0,6088,21932,3541,3792,4248,7191,13696,15610,6187,4369,26751,978,20954,49,21337,595
29147,21571,593,387,268,47669.0,2008,8358,1035,822,960,6699,4459,4350,1753,1493,10634,536,7822,2,8262,96
29149,8891,8,165,16,35972.0,446,3423,507,642,519,989,1795,2413,1184,842,3219,161,3262,14,3311,112
29151,13372,23,127,0,67088.0,1492,5202,730,606,1154,1764,3109,3698,1305,1006,6781,224,4978,72,5088,114
29153,8664,8,158,51,36402.0,487,3591,365,351,587,856,1524,2581,1410,990,2891,225,3366,0,3534,57
29155,15949,4219,451,5,35865.0,722,6162,1170,1089,1202,2002,3729,4062,1686,1009,5495,729,5433,25,5963,199
29157,19007,102,441,179,56832.0,1788,7305,1089,1322,1276,2270,4422,5125,1994,1509,9078,352,6953,21,7190,115
29159,42919,1109,3857,264,51936.0,3012,16608,2933,3072,3061,5493,10542,10705,4196,2917,19573,1194,15414,29,16260,348
29161,44692,947,1220,1511,48124.0,4699,17878,2376,2567,2880,8904,10180,10593,4112,3080,18693,1080,16798,14,17572,306
29163,18052,1188,411,69,47382.0,1224,6468,1030,1271,1095,2163,4627,4672,1833,1361,6871,489,5979,2,6357,111
29165,105189,6901,6793,2956,85031.0,19598,42154,6260,6967,7437,12502,29066,27306,9842,5809,55806,1670,40484,47,41318,836
29167,31541,405,838,116,50890.0,2905,11633,1956,1968,2096,5166,6989,7850,3118,2398,14007,656,10977,15,11335,298
29169,53460,5838,6119,1430,59252.0,5294,15506,3610,3102,3330,13455,16287,8819,2816,2041,19043,695,14811,67,15046,460
29171,4715,13,113,0,46161.0,392,1704,281,342,334,338,1025,1238,636,521,2065,121,1583,0,1651,53
29173,10318,193,101,39,58829.0,706,4009,555,704,566,1170,2170,2949,1341,863,4703,143,3866,0,3978,31
29175,24880,1508,535,103,51403.0,2055,8856,1512,1710,1323,3220,6533,6573,2297,1712,10930,437,8419,36,8793,63
29177,23080,255,606,40,67643.0,1734,8604,1290,1277,1763,2629,5331,6599,2451,1740,11218,322,8282,110,8422,182
29179,6138,81,44,8,41925.0,495,2253,266,280,354,665,1355,1785,820,613,2329,129,2124,7,2212,41
29181,11032,30,164,69,36089.0,539,3947,725,832,616,1178,2491,2949,1264,977,4110,254,3693,0,3900,47
29183,402377,18583,13930,10806,91792.0,73334,153164,23126,26302,27505,50161,106220,107349,37355,24359,215751,4513,148651,126,151890,1274
29185,9235,57,212,25,40470.0,633,3955,508,428,605,909,1799,2533,1364,1089,3710,184,3771,12,3872,83
29186,18406,156,214,89,62607.0,1547,7088,996,1060,1188,2020,4063,5394,2233,1452,8623,200,6888,0,6985,103
29187,67168,2380,1111,259,50015.0,3855,23419,3815,3704,4229,7773,19142,17456,6440,4609,27197,1528,21891,52,22958,461
29189,1001982,242234,30266,45546,72562.0,178586,412858,58253,59845,65102,123256,250581,264270,104488,76187,501896,25511,387347,8825,408237,4621
29195,23278,1143,2531,183,49705.0,2481,7809,1303,1386,1816,3590,5518,5473,2400,1792,10533,509,7300,0,7755,54
29197,4094,13,106,7,49746.0,204,1252,324,313,265,478,915,1028,411,360,1839,55,1197,8,1227,25
29199,4760,1,0,2,48705.0,290,1639,394,452,326,603,1059,1050,466,410,1904,80,1559,0,1584,55
29201,38161,4080,967,146,50556.0,3442,15001,2544,2800,2381,4508,9222,9763,4040,2903,17189,1149,13852,4,14508,493
29203,7185,17,68,0,41176.0,435,2730,406,516,378,724,1548,2068,909,636,2618,125,2605,31,2556,174
29205,6087,151,121,13,46178.0,528,2329,379,420,401,693,1344,1553,704,593,2796,131,2198,0,2319,10
29207,28812,401,527,13,46052.0,1909,11293,1668,1784,1810,3438,6864,7575,3176,2497,11844,604,10689,4,11129,164
29209,31018,45,726,133,54320.0,3322,12276,1191,1250,1696,2818,5414,9116,5878,3655,11771,415,11861,4,12056,220
29211,6045,139,1112,42,46964.0,403,2020,419,406,359,733,1324,1616,658,530,2538,118,1902,1,1980,40
29213,55854,1048,3517,352,51031.0,6008,21249,3065,3157,3651,7217,12168,14370,7231,4995,25735,901,20348,61,20683,566
29215,24866,508,551,300,37994.0,1490,9344,1311,1511,1489,2886,5770,6807,2868,2224,9472,725,8619,20,9151,193
29217,19831,58,455,130,49494.0,1533,7783,1179,1334,1422,2669,4205,5173,2204,1645,8600,651,7132,19,7651,132
29219,35033,647,1247,252,68350.0,3279,12755,2027,2443,2375,3947,8241,9868,3673,2459,16881,276,12479,43,12296,459
29221,23791,483,360,40,44955.0,1333,8801,1336,1916,1314,2690,5772,6852,2417,1494,9138,598,8203,34,8579,222
29223,11298,60,211,56,42257.0,545,4280,544,487,865,1145,2228,3344,1565,1120,3628,173,4107,33,4018,262
29225,38978,190,861,108,59325.0,3041,13700,2830,2906,3160,4863,9546,9644,3576,2453,16285,888,12812,12,13189,511
29227,2004,18,46,1,41847.0,172,725,101,115,103,279,358,540,245,263,905,53,672,0,723,2
29229,18244,28,410,57,40179.0,957,6721,1257,1333,1265,2265,3844,4694,2035,1551,6674,553,6168,0,6589,132
29510,302787,135612,12799,10238,48751.0,46496,141161,18448,14606,16041,35265,101813,74449,26624,15541,156165,26305,114856,9973,138163,2998
30001,9391,88,506,14,51048.0,1439,3984,394,447,425,1757,1964,2302,1264,838,4434,69,3915,42,3924,60
30003,13198,0,796,25,49640.0,899,3534,1090,1405,1163,2100,2938,2820,1085,597,4767,150,3384,16,3123,411
30005,7051,56,262,4,50847.0,759,2248,565,627,616,1014,1655,1495,650,429,2560,206,2042,22,2138,110
30007,6641,3,211,0,60244.0,781,2757,318,300,400,885,1229,1963,974,572,3033,44,2713,0,2745,12
30009,10488,77,284,44,63178.0,1596,4512,366,573,562,949,2151,3179,1733,975,5219,87,4425,19,4436,76
30011,1349,0,4,0,41447.0,173,618,71,66,56,129,231,409,221,166,673,29,589,0,608,10
30013,84178,1228,4102,755,56377.0,10327,34194,5510,5642,5081,10331,21706,20314,8923,6671,38377,2168,32026,314,33645,549
30015,5896,8,61,9,48237.0,868,2201,285,467,321,721,1358,1468,802,474,2559,130,2071,5,2173,28
30017,11968,91,433,30,55426.0,1584,4872,614,659,696,1442,2863,3273,1418,1003,6226,258,4614,23,4770,102
30019,1739,0,30,16,54722.0,208,784,89,58,129,162,370,424,276,231,860,39,745,0,775,9
30021,9003,89,281,5,57684.0,981,3893,522,625,422,895,2451,2314,1019,755,4663,205,3688,3,3877,16
30023,9380,85,359,69,44809.0,1264,4161,299,379,276,1046,2312,2826,1425,817,4153,264,3897,19,4126,35
30025,3074,1,32,0,83750.0,328,1184,235,167,230,360,872,670,312,228,1637,82,1102,2,1174,10
30027,11464,69,101,273,52941.0,1779,5208,591,655,619,1073,2768,2987,1604,1167,5757,470,4738,15,5158,50
30029,103400,417,3234,840,63582.0,16527,40780,5684,6041,6999,10913,25487,28002,13146,7128,50725,1393,39387,103,39835,945
30031,116725,483,4806,1510,76208.0,24890,46378,6135,6619,6673,22153,35043,25332,9695,5075,67088,1126,45252,279,45721,657
30033,972,4,0,0,55000.0,111,404,70,71,35,126,220,255,110,85,566,1,403,0,385,19
30035,13827,42,497,86,39441.0,1188,4005,1147,1154,1218,1873,3640,3131,1030,634,5208,214,3791,0,3700,305
30037,820,9,73,0,46607.0,89,349,26,38,45,83,137,278,148,65,381,10,339,0,343,6
30039,3333,5,138,14,49077.0,614,1337,185,93,221,347,532,958,606,391,1308,42,1295,0,1305,32
30041,16297,100,646,75,56840.0,2031,6243,1373,1447,1057,2316,3996,3680,1490,938,7391,323,5920,45,6150,93
30043,12057,54,335,17,72500.0,2041,4604,508,687,755,1339,2349,3783,1844,792,5494,165,4439,37,4504,100
30045,2004,0,115,0,51691.0,284,879,73,120,164,225,283,676,284,179,938,24,855,0,879,0
30047,31030,112,1396,197,53154.0,4775,11756,1757,1985,2239,3618,6549,8010,4215,2657,13038,438,11318,23,11462,294
30049,70340,334,2538,423,66486.0,13132,30011,3967,4166,4474,8183,17454,18827,8459,4810,36006,1601,28410,144,29728,283
30051,2026,0,16,0,46507.0,235,765,96,206,158,156,618,380,132,280,927,131,634,0,759,6
30053,19674,20,660,67,41922.0,2076,8458,897,1005,951,1649,3600,5872,3618,2082,7081,383,8075,26,8375,83
30055,1805,0,77,30,63365.0,189,829,92,105,101,160,343,502,267,235,918,0,829,0,802,27
30057,8499,2,373,92,56410.0,1522,3480,330,470,282,675,1800,2437,1651,854,3855,76,3404,64,3421,59
30059,1932,1,70,5,51709.0,330,819,150,83,50,222,248,561,445,173,1003,0,819,0,819,0
30061,4490,27,85,30,50750.0,661,1981,243,225,222,379,838,1317,780,486,1769,55,1926,7,1945,36
30063,117379,630,4150,2186,61423.0,22249,49437,5712,5268,7151,19425,34512,26779,11835,6697,65607,2834,46603,1038,48528,909
30065,4813,0,159,0,51153.0,524,2179,185,275,260,458,854,1447,836,498,2008,101,2078,0,2128,51
30067,17072,64,549,62,58510.0,3110,7920,733,664,986,1458,4315,4986,2502,1428,8984,336,7584,91,7761,159
30069,434,0,0,26,54375.0,76,195,27,17,28,30,79,162,37,54,249,0,195,0,193,2
30071,4233,0,135,23,50789.0,412,1732,274,311,259,375,851,1232,524,407,1862,52,1680,7,1710,22
30073,5974,16,128,14,55865.0,738,2188,417,363,402,689,1330,1548,661,564,2711,128,2060,2,2129,59
30075,1759,0,64,12,55833.0,218,758,134,62,126,139,368,482,250,198,868,29,729,2,752,6
30077,6955,96,127,118,53111.0,674,2300,251,292,314,679,1850,2171,827,571,2471,103,2197,6,2179,121
30079,1227,0,13,28,44500.0,153,484,58,106,71,80,252,271,248,141,562,23,461,0,484,0
30081,43790,151,1601,231,59640.0,5710,18749,1935,2350,2365,4356,8852,12671,7105,4156,19440,642,18107,6,18468,281
30083,11375,12,626,9,62530.0,934,4540,735,765,862,1471,2952,2753,1198,639,5548,317,4223,8,4482,58
30085,10884,24,382,82,47182.0,843,3122,1035,1093,1004,1522,2702,2296,789,443,3707,319,2803,50,3014,108
30087,8464,22,410,67,59339.0,626,2944,613,668,694,1207,1794,2119,879,490,3481,173,2771,3,2833,111
30089,12298,37,403,23,46848.0,1442,5390,482,578,709,1064,2081,3531,2421,1432,4258,274,5116,0,5324,66
30091,3522,0,154,20,58786.0,458,1444,218,300,131,332,779,993,405,364,1769,47,1397,16,1423,21
30093,35017,54,1640,183,50331.0,4483,15028,2045,2083,1937,4862,8347,9055,4020,2668,16194,1096,13932,153,14905,123
30095,8916,9,356,18,72906.0,1290,3733,396,589,549,946,1678,2700,1325,733,4216,98,3635,114,3689,44
30097,3690,83,73,3,59238.0,437,1389,204,192,227,480,727,898,538,424,1795,44,1345,49,1369,20
30099,6173,40,45,0,60431.0,776,2428,430,450,398,721,1234,1575,723,642,2783,120,2308,26,2374,54
30101,5013,147,112,7,54137.0,581,1805,296,298,192,659,1270,1397,534,367,2233,180,1625,22,1758,47
30103,693,0,19,0,55313.0,147,335,42,37,36,29,126,243,104,76,356,11,324,0,335,0
30105,7553,25,207,8,53667.0,837,2892,460,464,544,774,1656,1952,935,768,3476,150,2742,10,2855,37
30107,2082,11,41,11,38893.0,213,839,92,116,140,179,426,520,350,259,755,43,796,2,827,12
30109,1018,0,70,6,49000.0,131,422,55,70,94,79,164,320,129,107,473,0,422,0,409,13
30111,163593,1410,9892,1205,65656.0,26082,67000,9855,10967,11389,19384,43728,40530,16667,11073,82221,3478,63522,725,65979,1021
31001,31284,214,3533,404,57783.0,3225,12662,2020,2162,2151,4578,7290,7539,3161,2383,15792,772,11890,5,12388,274
31003,6310,73,221,14,55802.0,545,2607,416,485,371,714,1242,1613,793,676,3262,87,2520,0,2554,53
31005,472,0,8,0,59375.0,62,180,30,29,40,53,98,100,42,80,234,0,180,0,175,5
31007,605,0,30,4,57917.0,82,235,54,38,16,28,121,156,148,44,309,3,232,0,235,0
31009,346,0,0,0,49464.0,51,181,13,11,22,11,47,123,53,66,206,1,180,1,179,2
31011,5413,5,140,20,63668.0,503,2215,333,338,406,588,1083,1460,605,600,2819,83,2132,15,2204,11
31013,10821,348,1412,81,63366.0,1112,4576,659,770,875,1051,2606,2857,1245,758,5316,242,4334,10,4459,117
31015,1812,5,46,4,54464.0,152,807,63,135,110,144,291,490,347,232,896,13,794,7,807,0
31017,2752,1,84,1,43942.0,316,1160,177,160,144,225,588,686,409,363,1272,27,1133,0,1149,11
31019,49840,417,4753,709,65810.0,6997,19236,3197,3175,3335,9329,12676,10760,4341,3027,27469,837,18399,48,18947,289
31021,6705,12,233,38,55769.0,842,2790,344,452,468,731,1335,1775,855,745,2916,132,2658,3,2773,17
31023,8354,7,376,7,64837.0,1076,3417,511,535,571,997,1813,2231,946,750,4377,92,3325,6,3382,35
31025,26546,66,981,96,78251.0,3514,10073,1550,1932,1745,3087,6064,7526,2906,1736,13509,274,9799,3,9895,178
31027,8401,9,185,12,69490.0,871,3301,571,612,619,979,1631,2202,932,855,4443,117,3184,0,3282,19
31029,3694,12,586,78,55690.0,414,1514,196,260,302,366,831,850,417,472,1733,42,1472,7,1507,7
31031,5505,11,164,106,57719.0,702,2149,382,281,432,605,1251,1422,588,544,2977,145,2004,30,2120,29
31033,9575,78,752,62,53674.0,1127,4283,601,579,655,1075,2230,2535,1101,799,4743,215,4068,0,4158,125
31035,6104,25,551,2,70690.0,591,2429,408,433,435,645,1339,1617,732,495,3060,45,2384,10,2406,23
31037,10608,287,4855,59,70381.0,763,3582,870,903,940,1410,2278,2834,785,588,5303,41,3541,4,3374,208
31039,9035,43,939,14,63125.0,1069,3704,617,612,643,1008,1907,2328,963,957,4676,134,3570,0,3670,34
31041,10625,55,371,1,57715.0,1247,4508,662,754,739,1133,2352,2670,1263,1052,5395,230,4278,1,4437,71
31043,21284,1614,8399,645,63053.0,1326,7221,1851,1524,1990,2981,5466,4574,1713,1185,10673,632,6589,105,6563,658
31045,8383,386,487,46,51925.0,971,3384,546,344,436,1965,1740,1842,821,689,4310,157,3227,2,3364,20
31047,24031,1594,8162,206,58402.0,1848,8799,1881,2076,1541,2983,6072,5572,2147,1759,12241,519,8280,66,8363,436
31049,1878,2,260,15,50924.0,196,773,137,68,104,196,378,580,245,170,859,13,760,0,770,3
31051,5632,7,833,32,58849.0,598,2233,396,426,356,674,1173,1465,658,484,2934,46,2187,0,2173,60
31053,37249,271,5333,218,60962.0,3126,14639,2419,2348,2750,5002,8467,9240,3874,3149,18249,881,13758,3,14453,186
31055,578771,62159,75626,23874,70683.0,98476,227978,42038,40481,42179,76397,167175,134900,46874,28727,302426,14606,213372,3339,223078,4900
31057,1900,3,131,0,53696.0,246,826,141,119,123,211,387,557,224,138,1014,28,798,2,826,0
31059,5561,13,231,23,66410.0,581,2358,312,240,343,595,1233,1570,678,590,2977,56,2302,2,2353,5
31061,2914,9,79,5,52400.0,238,1210,171,168,154,266,568,805,414,368,1358,46,1164,0,1191,19
31063,2512,25,65,0,59573.0,322,1010,122,155,129,399,480,601,335,291,1191,31,979,4,996,14
31065,4655,18,223,11,57284.0,478,1990,283,326,238,522,906,1235,647,498,2344,84,1906,0,1968,22
31067,21706,136,631,130,55000.0,2250,9064,1179,1394,1478,2472,4780,5905,2359,2139,11051,623,8441,0,8949,115
31069,1726,0,29,4,43478.0,239,866,49,92,162,95,313,485,272,258,767,22,844,0,863,3
31071,1889,6,34,1,57888.0,330,797,86,133,134,155,432,455,252,242,975,20,777,0,797,0
31073,1811,4,89,0,69886.0,320,759,49,84,108,154,361,556,327,172,864,17,742,0,759,0
31075,718,3,0,1,56806.0,105,305,58,40,57,96,166,161,95,45,350,2,303,0,297,8
31077,2219,13,56,2,48472.0,191,914,137,131,169,234,456,529,272,291,1023,20,894,0,901,13
31079,62616,2027,18421,768,60720.0,5791,23724,4610,4619,5282,7886,15860,15036,5522,3801,31495,1144,22580,81,23223,501
31081,9376,16,353,32,71211.0,1134,3567,575,677,590,1099,2078,2504,1049,804,4823,81,3486,0,3556,11
31083,3216,3,83,32,59432.0,417,1220,216,252,193,329,586,856,395,389,1537,25,1195,4,1174,46
31085,891,0,60,0,51389.0,108,354,59,74,57,63,176,271,104,87,440,9,345,0,347,7
31087,2630,2,101,0,47025.0,220,1094,183,136,204,272,523,650,380,282,1229,42,1052,0,1067,27
31089,10175,41,529,53,60592.0,1303,4040,679,591,882,1084,2108,2646,1207,978,5300,150,3890,5,4010,30
31091,714,4,29,0,51333.0,115,304,56,39,38,108,134,154,58,127,320,16,288,4,294,10
31093,6461,26,176,18,64167.0,731,2538,414,401,511,678,1417,1677,786,577,3220,97,2441,5,2467,71
31095,7213,42,346,24,51587.0,691,3131,395,487,388,735,1553,1942,949,764,3526,185,2946,6,3107,24
31097,5298,307,554,56,53696.0,471,1746,267,246,356,635,1484,1365,505,440,2059,102,1644,0,1738,8
31099,6639,3,502,50,68606.0,954,2721,437,348,641,771,1491,1668,692,591,3467,94,2627,7,2648,73
31101,8312,114,643,38,54303.0,851,3749,410,588,495,739,1578,2204,1183,1115,4004,292,3457,13,3686,63
31103,946,1,24,0,54583.0,126,330,36,46,72,174,107,305,84,122,484,2,328,0,325,5
31105,3583,12,343,6,55428.0,212,1479,142,206,254,419,741,956,447,418,1801,72,1407,0,1467,12
31107,8434,45,279,35,58043.0,730,3323,548,527,651,947,1595,2104,1073,989,4123,136,3187,10,3257,66
31109,320301,12059,23957,13393,65086.0,50485,127779,19552,20614,20905,59595,84807,69961,27860,17007,173950,6477,121302,1547,124983,2796
31111,34906,400,3277,301,61309.0,3362,14439,2030,2493,2352,3814,8422,9058,3906,2831,17387,737,13702,96,14236,203
31113,865,0,30,0,60250.0,133,320,47,55,87,111,168,231,97,69,425,0,320,2,312,8
31115,665,0,72,0,46667.0,59,264,35,42,39,72,159,158,109,51,347,5,259,0,259,5
31117,475,0,5,0,53750.0,72,201,16,4,49,33,77,160,90,46,259,2,199,0,194,7
31119,35553,454,5643,488,55375.0,3904,13979,2501,2399,2785,4751,8736,8838,3134,2409,18346,752,13227,96,13762,217
31121,7687,7,391,67,57778.0,603,3136,495,460,481,818,1744,2064,909,716,4038,106,3030,2,3063,73
31123,4595,6,717,47,50859.0,452,1855,328,310,246,573,1019,1197,497,425,2134,77,1778,0,1839,16
31125,3389,19,72,0,55473.0,258,1300,180,252,200,396,714,950,397,300,1668,24,1276,0,1296,4
31127,7025,122,210,51,53081.0,950,2794,390,382,452,1223,1522,1648,800,608,3242,96,2698,0,2764,30
31129,4125,8,130,31,61667.0,460,1720,218,200,287,406,787,1125,573,529,2155,77,1643,0,1704,16
31131,15916,117,1312,41,70072.0,1932,6312,916,856,1290,1981,3487,4274,1719,1393,8131,257,6055,0,6199,113
31133,2564,4,94,0,51354.0,171,1069,181,145,171,253,511,588,366,349,1138,90,979,0,1017,52
31135,2865,4,128,9,57250.0,420,1137,172,229,195,304,638,655,372,300,1419,51,1086,0,1131,6
31137,8972,21,547,4,61606.0,1092,3785,552,650,608,999,2021,2311,961,870,4556,109,3676,0,3689,96
31139,7266,26,154,19,62299.0,842,2861,521,473,520,841,1617,1904,750,640,3770,117,2744,0,2832,29
31141,34123,259,7065,251,64105.0,3664,13306,2411,2685,2459,4047,8469,8077,3370,2605,17763,794,12512,33,13042,264
31143,5223,2,310,0,66486.0,474,1958,264,286,418,642,1022,1436,664,491,2701,54,1904,8,1941,17
31145,10724,46,604,3,53387.0,1229,4328,636,736,597,1530,2364,2704,1139,1018,5412,269,4059,0,4326,2
31147,7893,101,159,2,46085.0,774,3634,411,480,440,860,1606,2209,992,895,3869,221,3413,0,3622,12
31149,1321,9,8,0,55129.0,215,559,100,73,50,170,283,321,182,142,670,25,534,0,559,0
31151,14395,137,3766,211,58011.0,1068,5114,941,955,1213,2395,3295,3539,1167,890,7339,73,5041,4,4901,213
31153,188464,7755,19072,4813,88408.0,31655,69388,13170,15312,14381,24430,54271,44622,13828,8450,98467,2112,67276,112,68544,844
31155,22008,191,538,12,76485.0,3024,8664,1368,1633,1471,2579,4951,6019,2329,1658,11475,306,8358,0,8592,72
31157,36229,226,8928,231,56588.0,4226,14832,2338,2593,2635,4439,8570,8764,3853,3037,17232,814,14018,11,14594,238
31159,17605,102,469,45,73892.0,2403,6555,996,1186,1177,3193,3771,4261,1716,1305,9328,292,6263,0,6497,58
31161,5150,64,305,61,47901.0,547,2086,339,375,205,680,943,1292,723,593,2479,112,1974,16,2047,39
