GEOID,Population,Black,Hispanic,Asian,Householdincome,Bachelor,Households_num,Ageunder5,Age5to9,Age10to14,Age15to24,Age25to44,Age45to64,Age65to74,Age75plus,Employment,No_vehicle,Vehicle_owned,Public_transportation,person_per_room1,person_per_room2
13319,8931,3437,273,0,34680.0,391,3206,511,457,713,1028,2016,2470,999,737,3061,199,3007,6,3109,97
13321,20824,5731,483,170,54791.0,1124,7806,1167,1582,1049,2364,4779,5868,2421,1594,8711,499,7307,31,7739,67
16001,485246,6303,42203,12467,75115.0,88064,184806,26705,29030,36880,62002,138185,121269,44855,26320,247505,6457,178349,682,181312,3494
16003,4321,6,177,0,52746.0,398,1687,147,172,235,340,813,1325,847,442,1614,39,1648,0,1650,37
16005,86362,655,7963,1641,56472.0,10831,32062,5703,6110,6681,12802,23748,18942,7728,4648,38845,1545,30517,406,31495,567
16007,6327,14,283,18,60337.0,545,2231,411,573,385,851,1365,1475,743,524,2652,85,2146,17,2190,41
16009,9509,77,411,11,50257.0,904,3566,532,564,660,1009,1877,2719,1392,756,3737,75,3491,25,3464,102
16011,47540,61,8723,221,63106.0,3847,15640,3496,4274,4300,6738,11558,10525,4154,2495,20962,661,14979,421,15193,447
16013,23868,128,5581,224,71749.0,5080,8759,1088,1503,1575,2730,5430,6973,2929,1640,12917,260,8499,256,8395,364
16015,7549,18,395,132,64125.0,1041,3277,251,273,396,640,1421,2600,1375,593,3224,95,3182,0,3193,84
16017,46481,136,1656,309,55206.0,6210,18823,2255,2889,2405,4222,9620,13499,7599,3992,19222,660,18163,199,18318,505
16019,121771,523,16597,1091,64928.0,15723,41693,9869,11132,10313,16407,32754,25422,9578,6296,55017,2048,39645,1173,40504,1189
16021,11966,27,630,168,51261.0,983,4503,750,813,716,1467,2321,3191,1738,970,4659,132,4371,19,4387,116
16023,2573,0,167,0,41552.0,232,939,128,279,112,153,633,718,294,256,982,79,860,13,931,8
16025,1044,0,76,0,37367.0,118,335,63,124,80,59,313,249,94,62,411,5,330,0,322,13
16027,227367,1253,58403,1710,60716.0,20695,76711,16160,17722,19016,32433,60269,50586,19506,11675,103033,2836,73875,221,73766,2945
16029,7003,0,470,18,65528.0,579,2470,444,486,623,988,1675,1621,691,475,3279,62,2408,0,2416,54
16031,24469,20,6795,88,57547.0,1978,8003,1918,2129,2320,3563,5983,5143,2017,1396,11273,271,7732,49,7638,365
16033,839,6,329,0,48088.0,66,282,62,60,24,173,201,192,98,29,426,0,282,0,279,3
16035,8719,28,375,54,50787.0,859,3474,348,267,486,749,1901,2571,1460,937,3088,183,3291,5,3415,59
16037,4273,4,197,1,47663.0,770,1716,152,214,203,448,624,1208,966,458,1561,56,1660,21,1700,16
16039,28396,745,5065,801,48475.0,2518,10624,2296,2195,1677,4334,7916,6136,2294,1548,10099,581,10043,82,10375,249
16041,14036,0,979,19,56677.0,871,4531,1047,1363,1226,2018,3359,3069,1122,832,6425,63,4468,10,4316,215
16043,13370,49,1649,23,61875.0,1444,4288,817,863,989,1873,3253,3265,1388,922,5516,75,4213,22,4056,232
16045,18692,18,1647,69,59957.0,2138,6943,990,1071,1481,2014,3893,5230,2392,1621,8392,371,6572,18,6579,364
16047,15422,3,4598,44,56734.0,1020,5407,1008,1141,1349,2021,3504,3718,1559,1122,7002,303,5104,18,5214,193
16049,16494,22,590,79,47508.0,2021,6387,773,990,849,1673,3122,4507,2806,1774,6471,138,6249,15,6199,188
16051,30427,21,3235,89,69097.0,2850,9345,2463,2798,3309,4347,7673,6446,2194,1197,13785,90,9255,306,8959,386
16053,24081,19,9025,186,61280.0,1316,7916,1897,1816,2457,3169,6243,5463,1878,1158,11251,282,7634,38,7386,530
16055,168317,460,8489,1347,64936.0,20747,64914,9726,11267,10807,19171,42494,43011,19777,12064,78809,2513,62401,476,63942,972
16057,39464,479,1814,850,56673.0,5948,15706,2044,2206,1966,10200,9773,7795,3416,2064,19939,731,14975,144,15420,286
16059,7948,2,278,12,46105.0,879,3361,354,386,402,758,1645,2013,1415,975,3188,179,3182,0,3309,52
16061,3613,39,177,45,44028.0,334,1556,214,245,256,316,662,965,577,378,1273,84,1472,5,1532,24
16063,5184,0,1634,26,55988.0,245,1798,336,472,380,658,1393,1230,448,267,2470,10,1788,48,1699,99
16065,50979,250,4070,780,53498.0,5800,11289,4624,3490,3411,17613,11979,6354,2084,1424,24898,327,10962,157,10237,1052
16067,21393,12,7624,33,56140.0,1006,7363,1647,1781,1827,2846,5172,4785,2024,1311,9662,319,7044,3,7052,311
16069,41820,48,1852,393,61810.0,5237,16848,2348,2490,2567,5241,10272,10670,4651,3581,19961,1230,15618,76,16548,300
16071,4514,3,202,0,64766.0,499,1760,272,274,462,570,875,1185,505,371,2128,18,1742,0,1722,38
16073,11815,48,3074,26,54669.0,801,4232,637,883,951,1528,2608,3103,1280,825,5202,144,4088,20,3989,243
16075,24928,48,4436,171,59540.0,2209,9272,1643,1723,2061,3031,5476,6338,2690,1966,10922,315,8957,0,8734,538
16077,7854,3,2708,0,52116.0,455,2697,603,665,747,943,1821,1914,716,445,3604,14,2683,0,2526,171
16079,13124,99,503,6,43188.0,656,5431,871,656,734,1317,2823,3744,1847,1132,5429,279,5152,54,5390,41
16081,11490,0,1891,0,75837.0,2669,4199,712,993,590,1255,3397,3108,1042,393,6386,57,4142,131,4069,130
16083,89128,597,15279,1434,57430.0,8192,32455,6134,6813,7429,11758,23632,19531,8249,5582,41307,1036,31419,65,31613,842
16085,11476,9,551,8,67528.0,1668,3690,491,375,735,881,2633,3228,2003,1130,4899,142,3548,23,3626,64
16087,10425,9,1760,22,45065.0,813,4112,540,811,642,1047,2182,2572,1598,1033,4001,235,3877,20,4021,91
17001,65878,2615,1146,420,58587.0,7837,27174,3967,4354,4299,7276,15770,17059,7103,6050,33010,2008,25166,149,26651,523
17003,5488,1836,62,1,39871.0,303,1781,239,404,482,544,1046,1540,775,458,1682,167,1614,19,1774,7
17005,16804,1184,630,165,53654.0,1523,6094,681,829,1005,2320,4255,4570,1804,1340,6967,521,5573,1,5929,165
17007,53592,1437,12223,523,74076.0,5351,18897,2902,2980,4610,7687,12337,14480,5293,3303,25943,707,18190,60,18496,401
17009,6330,1174,436,3,59346.0,491,1998,299,312,330,765,2187,1546,507,384,2368,91,1907,18,1973,25
17011,33338,189,3182,298,59407.0,3162,13788,1693,1828,2249,3858,7354,9127,4042,3187,15868,768,13020,36,13582,206
17013,4537,29,33,2,74792.0,371,1272,213,197,355,443,898,1366,582,483,1778,37,1235,0,1255,17
17015,15586,468,626,119,54959.0,1636,6299,759,864,868,1701,3228,4247,2249,1670,6479,269,6030,29,6235,64
17017,13058,451,2575,89,58364.0,1195,4983,784,919,967,1625,3202,3289,1322,950,5873,280,4703,3,4925,58
17019,206583,26996,12941,22204,56939.0,24846,81835,11105,10300,11420,53392,52185,41557,16125,10499,100324,9428,72407,4310,79905,1930
17021,34038,555,565,251,53188.0,3268,13567,1909,2227,1848,3793,8126,9505,3664,2966,14519,621,12946,7,13458,109
17023,15587,118,256,77,66067.0,1661,6379,893,1039,1017,1770,3489,4337,1701,1341,7291,299,6080,13,6297,82
17025,13313,67,24,18,53900.0,841,5447,743,784,978,1498,3076,3519,1573,1142,5903,296,5151,17,5341,106
17027,37048,1246,1191,237,72468.0,4359,14255,2089,2291,2178,4098,9558,10551,3560,2723,18275,621,13634,150,13960,295
17029,47542,1855,1344,528,48534.0,4801,20269,2280,2242,2690,9805,11160,11272,4669,3424,23413,1640,18629,55,19925,344
17031,5265398,1211240,1346949,396831,72121.0,869960,2044658,312408,310111,333249,653237,1568543,1313571,455547,318732,2603767,357375,1687283,404067,1980102,64556
17033,18825,988,447,75,54942.0,1524,7512,957,1112,980,1995,5028,5186,2063,1504,7999,423,7089,35,7364,148
17035,10528,12,115,22,66530.0,980,4126,648,646,702,1113,2481,2845,1220,873,5490,110,4016,0,4067,59
17037,100922,7964,11909,2311,64019.0,12193,38931,5775,5628,6723,23004,25141,21889,7764,4998,51812,2464,36467,539,38465,466
17039,15653,176,465,4,60401.0,1606,6635,867,852,1006,1718,3602,4629,1736,1243,7668,244,6391,16,6590,45
17041,19708,177,1466,99,63142.0,1784,7585,1324,1113,1597,2532,4752,4822,1981,1587,9677,866,6719,0,7332,253
17043,934094,45922,135909,114491,100292.0,195225,347385,54019,59011,60758,118141,239677,255602,89001,57885,491295,14170,333215,28214,339097,8288
17045,16998,91,219,72,50843.0,1620,7544,834,748,1113,1857,3898,4758,2164,1626,7800,761,6783,51,7473,71
17047,6233,12,83,21,55833.0,441,2656,351,454,346,665,1354,1746,753,564,2728,118,2538,5,2613,43
17049,34576,193,760,204,65590.0,3731,14104,2250,2232,2448,3927,8632,9031,3438,2618,17642,924,13180,72,13676,428
17051,21514,945,408,90,47744.0,1400,7609,1259,1210,1308,2479,5226,5901,2282,1849,8546,377,7232,47,7456,153
17053,13589,116,520,85,55011.0,1233,5719,775,905,818,1646,3124,3762,1343,1216,6403,369,5350,7,5655,64
17055,38068,241,703,94,47751.0,3437,16237,2234,2272,2431,4245,8685,10480,4413,3308,16070,1191,15046,80,15925,312
17057,34022,1098,1068,51,53441.0,3160,13893,1690,1710,2079,3799,8464,9392,3932,2956,14364,677,13216,3,13759,134
17059,5038,11,76,5,52597.0,246,2133,240,229,348,528,1100,1370,696,527,2085,169,1964,0,2110,23
17061,12187,149,155,27,54427.0,994,4512,628,742,755,1454,2799,3463,1329,1017,5619,135,4377,12,4477,35
17063,52364,667,5506,389,81764.0,6100,20159,3103,3893,3786,6672,13797,13841,4408,2864,26092,779,19380,145,19944,215
17065,8021,17,138,0,58306.0,679,3190,443,428,557,882,1862,2133,951,765,3339,117,3073,11,3174,16
17067,17750,118,294,68,58188.0,2192,7368,917,943,1177,1881,3742,4987,2312,1791,8149,343,7025,26,7295,73
17069,3700,56,57,0,51738.0,260,1501,109,99,210,352,789,1058,655,428,1261,138,1363,49,1485,16
17071,6485,9,121,0,62202.0,672,2696,308,296,375,641,1251,1946,897,771,3035,88,2608,14,2657,39
17073,49412,1075,2988,249,62097.0,5542,20109,2629,3208,3123,5550,11313,13452,5828,4309,23385,1199,18910,13,19926,183
17075,27362,262,1992,88,58481.0,2242,11242,1512,1622,1666,3231,5918,7613,3190,2610,12396,532,10710,22,11117,125
17077,53676,7807,2452,1855,41699.0,5329,23186,2860,2600,2841,13001,12643,11351,5067,3313,23064,2561,20625,367,22719,467
17079,9324,27,63,14,60237.0,886,3745,575,592,591,1042,2033,2668,1054,769,4494,223,3522,23,3650,95
17081,37362,3065,1089,410,54692.0,3074,14608,2270,2458,2233,4237,9256,9802,4164,2942,16197,1050,13558,54,14370,238
17083,21533,91,309,103,71655.0,2084,7818,993,944,1558,3036,4703,6135,2366,1798,10459,245,7573,9,7788,30
17085,21995,145,704,111,61289.0,2599,10006,935,1096,1302,2156,4216,6124,3648,2518,10731,536,9470,72,9897,109
17087,13238,1205,409,38,58502.0,1265,4055,598,792,707,1480,3285,3582,1606,1188,4152,176,3879,3,4015,40
17089,518648,27863,167111,20688,88935.0,78592,181263,31939,34380,40002,71468,130628,138388,44171,27672,266143,8095,173168,5298,175366,5897
17091,108104,15733,11843,902,61664.0,9417,40346,6329,6598,7290,16259,26007,27547,10399,7675,50415,2918,37428,517,39569,777
17093,130757,10664,26347,3848,101816.0,19348,43225,8289,11749,10200,17352,37471,32162,8784,4750,68073,887,42338,760,42603,622
17095,50193,4416,3070,518,45994.0,4562,20575,2814,2717,2762,7016,11373,12813,6148,4550,20962,1915,18660,127,20320,255
17097,714484,48075,159640,58802,97127.0,126816,252731,39917,47777,51230,106101,169567,197002,62704,40186,355739,12524,240207,13453,247038,5693
17099,109986,3005,11143,1040,62825.0,9502,44873,6017,6622,6543,13156,26750,30207,11810,8881,53025,2368,42505,61,44079,794
17101,15465,1502,456,34,52020.0,985,5449,751,736,992,1697,4479,4144,1501,1165,5998,258,5191,9,5412,37
17103,34373,1852,2283,241,62250.0,3078,13508,1705,1900,2013,3650,8865,9472,3894,2874,15221,1115,12393,113,13471,37
17105,35902,1290,1785,229,61419.0,2818,14431,1992,1841,2502,4300,8667,9691,3833,3076,16163,822,13609,6,14225,206
17107,28238,2026,997,139,59809.0,2853,11003,1481,1556,1445,4014,7286,7344,2832,2280,12287,614,10389,35,10849,154
17109,27743,1453,819,705,45704.0,2713,11247,1275,1244,1490,7152,5903,5770,2753,2156,12959,1011,10236,112,11140,107
17111,310749,4737,42981,8440,93801.0,49808,114446,16737,19647,22147,40038,74890,91253,28732,17305,165199,4292,110154,2872,112896,1550
17113,171455,14206,8852,8806,70339.0,31589,67900,9795,10004,10776,36452,42404,39131,13919,8974,85434,4083,63817,691,67235,665
17115,104331,16965,2532,1343,55954.0,11184,43264,6404,6414,6692,12997,24517,26601,11854,8852,45175,4102,39162,536,42776,488
17117,45152,471,580,181,58227.0,4201,17649,2338,2692,2718,5349,10221,12791,5270,3773,20097,744,16905,41,17523,126
17119,266112,22889,9233,2540,66882.0,32914,108237,14878,16537,16795,31757,68075,72145,26961,18964,129043,5809,102428,1487,106747,1490
17121,37781,1436,833,231,53209.0,2877,15294,2397,2600,2413,4176,8936,9939,4252,3068,16321,1024,14270,31,15060,234
17123,11781,82,354,41,60231.0,1065,4892,646,568,816,1171,2504,3337,1526,1213,5092,184,4708,0,4813,79
17125,13225,63,170,30,54415.0,1111,5790,680,621,954,1412,2913,3708,1671,1266,6033,287,5503,4,5710,80
17127,14280,875,453,32,57658.0,960,5466,732,1075,823,1426,3223,4104,1519,1378,5790,278,5188,17,5364,102
17129,12343,115,201,52,79743.0,1294,5114,702,923,707,1346,2758,3495,1433,979,6017,238,4876,0,5081,33
17131,15779,79,423,52,59972.0,1372,6339,817,831,1065,1806,3467,4429,1892,1472,7361,325,6014,8,6301,38
17133,34732,78,561,318,92950.0,5683,13479,1949,1913,2516,3737,8357,10100,3574,2586,18632,384,13095,33,13432,47
17135,28482,1121,518,100,59309.0,2301,11145,1480,1624,1700,2988,7144,7860,3143,2543,11321,728,10417,22,11006,139
17137,33189,2119,888,241,55261.0,3331,13187,1742,1804,1767,4742,7965,8592,3732,2845,14577,988,12199,151,13123,64
17139,14634,145,237,26,67309.0,1252,5753,907,1055,1108,1736,3349,3742,1561,1176,6788,670,5083,2,5589,164
17141,51787,609,5490,237,67534.0,5021,20771,2801,2961,3751,6296,11892,14394,5487,4205,24613,1357,19414,105,20432,339
17143,182439,32177,9293,7896,58426.0,24287,75352,12355,12891,11402,23234,46801,44486,18239,13031,81340,6842,68510,1000,73935,1417
17145,21158,1801,689,124,53108.0,1250,8108,1051,1181,1086,2576,5745,5588,2288,1643,7932,590,7518,58,8027,81
17147,16664,107,244,5,77559.0,2466,6686,932,1167,926,1895,3902,4592,1925,1325,8327,152,6534,22,6666,20
17149,14923,136,205,47,51529.0,1289,5756,917,915,1002,1704,3375,3907,1689,1414,6607,293,5463,7,5689,67
17151,3820,120,91,14,48013.0,291,1372,179,163,243,330,668,1258,590,389,1199,82,1290,0,1363,9
17153,5279,1586,132,11,40197.0,325,1857,282,230,388,607,1158,1436,711,467,1753,172,1685,26,1838,19
17155,5638,12,338,41,67419.0,500,2298,325,233,351,617,1200,1626,783,503,2657,93,2205,0,2271,27
17157,30632,3264,1031,203,58093.0,1639,11538,1503,1485,1902,3567,8063,8376,3271,2465,12784,714,10824,6,11458,80
17159,15876,91,278,111,59963.0,1469,6381,1046,901,1162,1769,3617,4174,1696,1511,7535,435,5946,4,6290,91
17161,144694,15864,19246,3723,58974.0,14972,60694,8720,8881,9488,18135,35032,36536,16127,11775,66746,5362,55332,851,59831,863
17163,258597,75455,11248,3813,63017.0,30619,100079,15955,16333,18343,31524,66693,68685,24670,16394,121050,7547,92532,2697,98945,1134
17165,23869,648,421,160,47541.0,2322,10026,1471,1158,1636,2433,5823,6621,2696,2031,10001,902,9124,115,9839,187
17167,196759,25084,4779,4212,66149.0,28247,84630,11177,12429,12372,23789,48963,52788,21274,13967,92952,6366,78264,929,83230,1400
17169,6953,340,74,15,58447.0,626,2692,259,214,495,665,1525,2164,953,678,2972,116,2576,0,2668,24
17171,4923,12,20,42,63555.0,581,1943,231,315,318,557,1068,1439,552,443,2352,75,1868,8,1920,23
17173,21160,73,242,74,60103.0,1881,8768,1157,1236,1410,2218,4573,5794,2706,2066,10082,376,8392,34,8519,249
17175,5436,49,116,50,55109.0,548,2262,275,316,338,631,1132,1523,685,536,2433,90,2172,15,2258,4
17177,44817,4214,1949,343,53806.0,4503,19253,2571,2460,2809,5156,9117,12342,5847,4515,20351,1801,17452,206,19084,169
17179,131977,1762,3258,1375,68860.0,17543,53719,7400,8882,8507,14815,32834,34881,14093,10565,61860,3161,50558,214,53203,516
17181,17259,234,931,53,53363.0,1969,6702,930,799,1254,1861,3976,4802,2031,1606,6880,681,6021,4,6635,67
17183,74953,10764,3968,701,49063.0,5424,29747,4666,4763,5481,8886,17624,19113,8380,6040,30322,2719,27028,252,29338,409
17185,11414,10,259,187,49680.0,921,4731,661,599,885,1163,2568,3140,1348,1050,5169,506,4225,0,4691,40
17187,16887,653,1686,252,59673.0,1676,6818,890,1016,1097,2871,3459,4365,1801,1388,7709,383,6435,59,6672,146
17189,13827,124,205,120,67030.0,1430,5811,735,938,670,1503,3194,3916,1630,1241,6849,174,5637,43,5719,92
17191,16250,183,263,51,51540.0,1177,6796,994,916,1169,1769,3652,4309,1891,1550,7012,536,6260,17,6670,126
17193,13959,105,220,76,51351.0,1067,5690,750,980,813,1428,3225,3777,1625,1361,6155,377,5313,16,5639,51
17195,55932,589,6964,339,59812.0,4562,23194,3115,3170,3906,6447,12335,15430,6579,4950,26706,1190,22004,107,22980,214
17197,696403,79621,126302,39763,95751.0,103790,237043,39619,43881,54942,97372,176359,192420,57091,34719,356227,8124,228919,11120,232504,4539
17199,67271,2717,1858,887,54682.0,7746,28057,3832,4193,4332,6964,17522,17756,7459,5213,29773,1961,26096,141,27853,204
17201,285471,37961,38627,8068,57779.0,29159,115240,17837,17918,19787,35457,69402,75135,29610,20325,131247,9828,105412,1207,112998,2242
17203,38571,289,731,168,76486.0,5728,14675,2265,2866,2541,4952,8862,10236,3915,2934,18601,507,14168,9,14579,96
18001,35685,313,1650,28,56037.0,2069,12279,3258,2807,3521,4758,7915,8048,2990,2388,15364,1565,10714,98,11857,422
18003,381839,43004,29854,17306,61456.0,49906,149751,26476,27599,27661,51184,100893,92445,34057,21524,187293,8508,141243,1420,147285,2466
18005,81759,1589,6157,6517,71183.0,11071,32303,5244,5750,5383,9655,22416,20242,7616,5453,40531,1666,30637,114,31682,621
18007,8687,59,493,8,56155.0,806,3319,572,648,551,1059,2027,2339,842,649,4089,117,3202,30,3232,87
18009,12139,63,222,34,45080.0,729,4963,619,803,758,1397,2540,3446,1482,1094,4875,505,4458,0,4916,47
18011,69839,1436,2324,2220,94843.0,14308,26130,4513,5088,5419,8474,18251,18805,5640,3649,36271,621,25509,54,25902,228
18013,15444,99,293,94,67737.0,2034,6304,614,552,955,1477,3039,5017,2422,1368,7348,167,6137,0,6070,234
18015,20288,116,918,46,56929.0,1467,7876,1103,1204,1313,2472,4615,5638,2366,1577,9546,261,7615,51,7785,91
18017,37918,387,6169,639,51776.0,2464,15007,2204,2188,2738,4689,9010,10364,3838,2887,17783,728,14279,67,14807,200
18019,120185,8139,6823,1137,62296.0,13103,46417,7287,7279,7998,13801,33005,31990,11811,7014,60473,2133,44284,201,45707,710
18021,26397,147,431,47,63361.0,2078,10478,1603,1562,1863,3047,6404,7119,2888,1911,11906,422,10056,19,10287,191
18023,33010,219,5453,142,55582.0,2130,12146,2280,2697,2193,4299,7791,8347,3004,2399,15609,743,11403,0,11925,221
18025,10511,49,93,0,42465.0,532,4186,613,634,651,1181,2365,2996,1328,743,4254,158,4028,9,4098,88
18027,33281,565,1842,42,57083.0,2044,11621,2686,3023,2513,4374,8161,7438,2992,2094,14830,1829,9792,21,10993,628
18029,50494,240,709,300,72674.0,5904,19499,2631,3319,3188,6138,11757,14510,5502,3449,25483,870,18629,64,19341,158
18031,26466,63,575,343,65000.0,2746,10176,1695,1650,1844,3500,6309,7082,2568,1818,13314,417,9759,8,10106,70
18033,43059,99,1275,243,60757.0,4003,16832,2756,2867,3000,5287,10717,11506,4207,2719,21070,865,15967,17,16576,256
18035,112480,7217,2915,1668,49321.0,10299,45602,5487,6159,5306,25735,24343,26415,10857,8178,52038,3520,42082,713,44932,670
18037,43474,539,3625,170,65389.0,5279,17274,2882,3199,2826,5083,10004,11938,4318,3224,22502,807,16467,0,17103,171
18039,206314,10708,34508,1978,61182.0,17303,71343,15398,14654,17366,28178,51171,49419,17661,12467,98102,5932,65411,157,69591,1752
18041,23393,341,327,23,48101.0,1808,9677,1253,1157,1713,2852,5267,6424,2860,1867,10523,732,8945,11,9573,104
18043,79594,3963,2856,986,69858.0,10543,30137,4537,4861,5476,9697,20539,21707,8060,4717,39378,1861,28276,220,30011,126
18045,16422,81,444,78,54475.0,988,6843,958,1011,1019,1926,3739,4561,1824,1384,7609,328,6515,62,6761,82
18047,22769,11,282,128,69440.0,2163,8896,1324,1337,1644,2774,4951,6523,2541,1675,11346,563,8333,28,8723,173
18049,20400,105,1114,29,56885.0,1511,7896,1222,1511,1317,2354,4640,5417,2297,1642,9143,423,7473,20,7799,97
18051,33017,794,599,164,59697.0,2941,12896,2049,2222,2231,4040,7864,8936,3308,2367,15937,503,12393,17,12551,345
18053,66802,4721,3072,649,50009.0,5095,26299,3741,3609,4293,10887,14371,17346,7174,5381,29660,1969,24330,60,25809,490
18055,30924,138,552,43,55470.0,2300,12472,1679,1916,1897,3549,7060,8882,3481,2460,13684,652,11820,39,12018,454
18057,341616,13377,14631,21351,104858.0,84106,126371,21378,25945,27319,43133,91503,89600,26700,16038,181344,2450,123921,68,125194,1177
18059,78616,2137,2134,616,79126.0,11848,30840,4543,4741,5868,9182,19949,21577,7768,4988,41303,860,29980,34,30607,233
18061,39516,242,812,214,63586.0,3500,14437,2145,2709,2418,4343,9638,11327,4294,2642,17791,606,13831,6,14128,309
18063,172100,12826,7432,5253,87961.0,29454,62911,9617,11836,13468,22003,46364,44968,14969,8875,92318,1687,61224,53,61943,968
18065,48857,1198,978,154,54154.0,4008,18442,2454,2890,2908,5834,12018,13648,5334,3771,20565,645,17797,42,18143,299
18067,83349,6842,3014,1042,59238.0,7969,34674,4999,5240,5640,10044,19570,22055,9145,6656,37572,1927,32747,60,34406,268
18069,36572,299,967,269,56705.0,3481,14928,2052,2205,2257,4961,8817,10021,3635,2624,18413,442,14486,0,14778,150
18071,45948,598,3550,842,59504.0,3799,17159,3184,3151,2801,5676,11549,12181,4352,3054,21443,1059,16100,20,16890,269
18073,33006,350,2076,95,69632.0,2705,12493,1843,2027,2371,4371,7847,8702,3523,2322,15133,349,12144,25,12418,75
18075,20570,90,684,92,48904.0,1050,8146,1399,1285,1599,2528,4628,5470,2173,1488,9450,741,7405,18,7982,164
18077,33000,664,979,245,53784.0,2737,12748,1802,1962,1798,4399,7928,9196,3651,2264,14722,627,12121,1,12557,191
18079,27619,221,775,71,63612.0,2008,10217,1661,1546,2082,3383,6593,7858,2744,1752,13428,358,9859,29,9886,331
18081,159739,4280,5998,6307,77977.0,22558,59475,9943,10196,12558,20421,43300,40143,14076,9102,81219,1542,57933,225,58944,531
18083,36362,922,873,337,51784.0,2706,15111,2007,2502,1918,5745,8463,9322,3665,2740,17419,1109,14002,46,14859,252
18085,80151,554,6597,1222,66764.0,8353,31012,5040,4674,6117,10717,19700,20562,8148,5193,40548,1590,29422,100,30389,623
18087,40085,65,1713,36,75624.0,1482,12599,3602,3456,3774,5904,9072,8798,3315,2164,17510,3490,9109,67,12184,415
18089,495925,115311,97885,7412,62052.0,52450,190191,29255,30839,35499,64102,123989,130519,48921,32801,224419,14794,175397,4506,186533,3658
18091,112184,12044,7867,676,60226.0,10398,43256,6434,6833,6742,13376,28701,30101,12249,7748,49174,2509,40747,511,42380,876
18093,45133,121,776,290,60041.0,3704,18723,2549,2543,2970,5170,10324,12640,5249,3688,21108,1062,17661,11,18369,354
18095,130037,10329,5774,752,54491.0,11403,51355,7111,7639,8372,16260,32525,34645,13909,9576,58121,3246,48109,212,50582,773
18097,969542,272203,105058,36132,54601.0,134707,388366,69080,66447,67671,128331,288690,227887,74803,46633,476559,32386,355980,6988,381158,7208
18099,46175,400,4844,314,58296.0,4123,16865,2896,3298,3246,6010,10358,12249,4573,3545,21618,1033,15832,70,16574,291
18101,9885,39,117,5,57199.0,656,3944,591,601,628,1193,2209,2727,1151,785,4526,127,3817,0,3821,123
18103,36100,1599,1287,236,53762.0,2532,13148,1938,2188,2047,4708,9024,9995,3740,2460,15618,764,12384,45,13039,109
18105,140189,4786,5059,9203,54096.0,19566,57160,5981,6193,6206,40471,34815,28197,11151,7175,69469,4416,52744,1621,56322,838
18107,37967,362,1896,193,58311.0,3355,15420,2294,2483,2429,4933,8862,10265,3763,2938,18564,803,14617,100,15246,174
18109,71394,198,1241,502,71882.0,6299,26926,3924,4435,4726,8732,16403,21244,7446,4484,34179,858,26068,74,26570,356
18111,13865,148,980,25,62306.0,866,5489,761,753,904,1500,3301,4014,1529,1103,6205,205,5284,29,5435,54
18113,47293,160,5002,293,63292.0,3607,17702,3033,3408,3139,5950,11368,12918,4698,2779,22831,1527,16175,79,17295,407
18115,5931,12,57,44,63036.0,503,2548,314,390,258,557,1325,1797,751,539,2888,147,2401,5,2527,21
18117,19752,330,353,102,56572.0,1191,7948,1184,1415,1081,2314,4465,5426,2366,1501,9095,441,7507,4,7790,158
18119,21280,8,284,87,53831.0,1485,8444,1182,1263,1242,2314,4645,6444,2631,1559,9796,261,8183,17,8251,193
18121,16316,185,179,0,57156.0,919,5519,962,992,1000,1769,3859,4601,1914,1219,6128,454,5065,22,5294,225
18123,19151,560,285,126,54387.0,1418,7526,1067,1006,1278,2125,4994,5137,2136,1408,8337,417,7109,9,7278,248
18125,12220,90,228,38,57283.0,823,5127,673,665,813,1406,2700,3468,1461,1034,5615,205,4922,29,5064,63
18127,172353,6991,18083,2411,76736.0,22088,67009,9094,10403,11232,22735,43761,46693,17773,10662,82526,2613,64396,721,66116,893
18129,25301,371,321,82,69323.0,2897,10059,1356,1545,1712,2832,5955,7123,2911,1867,12262,427,9632,11,10016,43
18131,12496,17,407,66,52098.0,766,4845,660,707,858,1589,2853,3420,1407,1002,5860,274,4571,2,4807,38
18133,36838,955,759,959,64993.0,2778,13474,1795,2016,2185,6313,8850,9591,3507,2581,16569,490,12984,0,13057,417
18135,24681,64,943,104,54912.0,1696,10166,1513,1466,1745,2845,5552,6666,2754,2140,11279,545,9621,25,9918,248
18137,28953,82,532,256,64221.0,2117,11127,1768,1603,2272,3690,6557,7950,2999,2114,14566,588,10539,38,10826,301
18139,16706,97,308,16,58887.0,1177,6642,927,945,1194,2121,3689,4833,1722,1275,7512,261,6381,36,6557,85
18141,272049,34665,25030,6878,58599.0,34023,106330,17246,17529,18470,41232,68794,65942,25640,17196,131309,7128,99202,1305,104509,1821
18143,24290,53,604,46,45794.0,1528,9526,1397,1626,1574,2965,5831,6817,2582,1498,10571,563,8963,0,9255,271
18145,44825,501,2089,179,64070.0,4088,17818,2533,2720,3178,5277,11014,12511,4537,3055,22485,835,16983,40,17429,389
18147,19949,138,607,73,59624.0,1775,7870,1041,1071,1437,2228,4471,5761,2363,1577,9732,250,7620,1,7806,64
18149,23275,29,973,70,52802.0,1324,8474,1458,1572,1490,2700,5320,6408,2686,1641,9530,499,7975,31,8326,148
18151,34379,97,1328,251,61698.0,3593,13689,1829,2076,1952,4803,7217,9512,4327,2663,16593,610,13079,26,13559,130
